Id,Rol,Sexo,Edad,Fecha fallecimiento,Rango edad,Num víctimas,Fecha,Año,Mes,Día,Hora completa,Hora,Lugar del hecho,Tipo de calle,Calle,Cruce,Dirección normalizada,Comuna,Xy (caba),Pos x,Pos y,Participantes,Victima,Acusado,Coordenada x,Coordenada y,Barrios,Día semana
2019-0018,PEATON,FEMENINO,29,2019-03-03, Entre 21- 40,1.0,2019-03-03,2019.0,3.0,3.0,23:30:00,23.0,"CANTILO, INT. Y UDAONDO, GUILLERMO AV.",AUTOPISTA,"CANTILO, INT.","UDAONDO, GUILLERMO AV.","CANTILO, INT. y UDAONDO, GUILLERMO AV.",Comuna 13,Point (101287.58627255 109848.96522762),-58.44927253,-34.54048625,PEATON-AUTO,PEATON,AUTO,101287.58627255,109848.96522762,BELGRANO - COLEGIALES - NUÃ‘EZ,Domingo
2019-0019,CONDUCTOR,MASCULINO,0,,Menos de 20,1.0,2019-03-06,2019.0,3.0,6.0,12:00:00,12.0,DEL LIBERTADOR AV. 6326,AVENIDA,DEL LIBERTADOR AV.,,DEL LIBERTADOR AV. 6326,Comuna 13,Point (101175.50098927 108378.70762331),-58.45049163,-34.55374003,MOTO-AUTO,MOTO,AUTO,101175.50098927,108378.70762331,BELGRANO - COLEGIALES - NUÃ‘EZ,Miercoles
2019-0020,CONDUCTOR,MASCULINO,43,2019-03-07,Entre 41-60,1.0,2019-03-07,2019.0,3.0,7.0,21:01:00,21.0,CHICLANA AV. 3444,AVENIDA,CHICLANA AV.,,CHICLANA AV. 3444,Comuna 5,Point (104622.17042668 99282.25347815),-58.41288952,-34.63572989,MOTO-AUTO,MOTO,AUTO,104622.17042668,99282.25347815,ALMAGRO - BOEDO,Jueves
2019-0021,CONDUCTOR,MASCULINO,23,2019-03-16, Entre 21- 40,1.0,2019-03-15,2019.0,3.0,15.0,22:50:00,22.0,BOYACA AV. Y YERBAL,AVENIDA,BOYACA AV.,YERBAL,BOYACA AV. y YERBAL,Comuna 7,Point (100537.72694403 100405.74808196),-58.45743597,-34.62561234,MOTO-AUTO,MOTO,AUTO,100537.72694403,100405.74808196,FLORES - PARQUE CHACABUCO,Viernes
2019-0022,PASAJERO_ACOMPAÑANTE,MASCULINO,0,2019-03-15,Menos de 20,1.0,2019-03-15,2019.0,3.0,15.0,1900-01-02 00:00:00,0.0,ENTRE RIOS AV. BAJO PUENTE AUTOPISTA (1260 APROX),AVENIDA,ENTRE RIOS AV.,,ENTRE RIOS AV. 1260,Comuna 1,Point (106608.39392805 100635.27735528),-58.39123782,-34.62352245,AUTO-SD,AUTO,SD,106608.39392805,100635.27735528,CONSTITUCION - MONTSERRAT - PUERTO MADERO - RETIRO - SAN NICOLAS - SAN TELMO,Viernes
2019-0023,CONDUCTOR,MASCULINO,34,2019-03-16, Entre 21- 40,1.0,2019-03-16,2019.0,3.0,16.0,08:28:00,8.0,"PAZ, GRAL. AV. Y JACQUES, AMADEO",GRAL PAZ,"PAZ, GRAL. AV.","JACQUES, AMADEO","PAZ, GRAL. AV. y JACQUES, AMADEO",Comuna 9,Point (93955.07404645 99209.29091025),-58.52922765,-34.63637963,AUTO-OBJETO FIJO,AUTO,OBJETO FIJO,93955.07404645,99209.29091025,LINIERS - MATADEROS - PARQUE AVELLANEDA,Sabado
2019-0024,CONDUCTOR,MASCULINO,32,2019-03-19, Entre 21- 40,1.0,2019-03-19,2019.0,3.0,19.0,1900-01-14 07:12:00,7.0,ANTARTIDA ARGENTINA AV. 1325,AVENIDA,ANTARTIDA ARGENTINA AV.,,ANTARTIDA ARGENTINA AV. 1325,Comuna 1,Point (108368.93688513 104860.74716674),-58.37208118,-34.58541957,MOTO-CARGAS,MOTO,CARGAS,108368.93688513,104860.74716674,CONSTITUCION - MONTSERRAT - PUERTO MADERO - RETIRO - SAN NICOLAS - SAN TELMO,Martes
2019-0025,PEATON,MASCULINO,27,2019-04-04, Entre 21- 40,1.0,2019-03-22,2019.0,3.0,22.0,13:10:00,13.0,"MITRE, BARTOLOME Y SANCHEZ DE BUSTAMANTE",CALLE,"MITRE, BARTOLOME",SANCHEZ DE BUSTAMANTE,"MITRE, BARTOLOME y SANCHEZ DE BUSTAMANTE",Comuna 5,Point (104468.07400702 102205.91009215),-58.41458534,-34.60937557,PEATON-AUTO,PEATON,AUTO,104468.07400702,102205.91009215,ALMAGRO - BOEDO,Viernes
2019-0026,PEATON,MASCULINO,0,2019-03-28,Menos de 20,1.0,2019-03-28,2019.0,3.0,28.0,07:32:00,7.0,"FERNANDEZ DE LA CRUZ, F. , GRAL. AV. Y LARRAZABAL",AVENIDA,"FERNANDEZ DE LA CRUZ, F., GRAL. AV.","PAZ, GRAL. AV.","FERNANDEZ DE LA CRUZ, F., GRAL. AV. y PAZ, GRAL. AV.",Comuna 8,Point (98491.08733048 93092.87943671),-58.47976785,-34.69153196,PEATON-PASAJEROS,PEATON,PASAJEROS,98491.08733048,93092.87943671,VILLA LUGANO - VILLA RIACHUELO - VILLA SOLDATI,Jueves
2019-0027,CICLISTA,MASCULINO,37,2019-03-28, Entre 21- 40,1.0,2019-03-28,2019.0,3.0,28.0,11:11:00,11.0,SANTA FE AV. Y AZCUENAGA,AVENIDA,SANTA FE AV.,AZCUENAGA,SANTA FE AV. y AZCUENAGA,Comuna 2,Point (105815.73438780 103786.90549585),-58.39990285,-34.59511714,MULTIPLE,BICICLETA,MULTIPLE,105815.7343878,103786.90549585,RECOLETA,Jueves
2019-0028,PEATON,FEMENINO,0,2019-04-06,Menos de 20,1.0,2019-04-06,2019.0,4.0,6.0,09:15:00,9.0,"JUSTO, JUAN B. AV. y OROÑO, NICASIO",AVENIDA,"JUSTO, JUAN B. AV.","ORO?O, NICASIO","JUSTO, JUAN B. AV. y OROÃ‘O, NICASIO",Comuna 11,Point (100255.56175905 102594.14179920),-58.46051346,-34.60588536,PEATON-PASAJEROS,PEATON,PASAJEROS,100255.56175905,102594.1417992,VILLA DEL PARQUE - VILLA  DEVOTO - VILLA GRAL. MITRE - VILLA SANTA RITA,Sabado
2019-0029,CONDUCTOR,MASCULINO,27,2019-04-07, Entre 21- 40,1.0,2019-04-07,2019.0,4.0,7.0,10:15:00,10.0,"FERNANDEZ DE LA CRUZ, F. , GRAL. AV. Y LACARRA AV.",AVENIDA,"FERNANDEZ DE LA CRUZ, F., GRAL. AV.","PAZ, GRAL. AV.","FERNANDEZ DE LA CRUZ, F., GRAL. AV. y PAZ, GRAL. AV.",Comuna 8,Point (98491.08733048 93092.87943671),-58.47976785,-34.69153196,MOTO-OBJETO FIJO,MOTO,OBJETO FIJO,98491.08733048,93092.87943671,VILLA LUGANO - VILLA RIACHUELO - VILLA SOLDATI,Domingo
2019-0030,CONDUCTOR,MASCULINO,25,2019-04-09, Entre 21- 40,1.0,2019-04-09,2019.0,4.0,9.0,16:00:00,16.0,"ALVAREZ, DONATO, TTE. GRAL. Y YERBAL",CALLE,"ALVAREZ, DONATO, TTE. GRAL.",YERBAL,"ALVAREZ, DONATO, TTE. GRAL. y YERBAL",Comuna 7,Point (100800.05107565 100531.46552448),-58.45457546,-34.62447891,MOTO-CARGAS,MOTO,CARGAS,100800.05107565,100531.46552448,FLORES - PARQUE CHACABUCO,Martes
2019-0031,CICLISTA,MASCULINO,20,2019-04-12, Entre 21- 40,1.0,2019-04-12,2019.0,4.0,12.0,19:55:00,19.0,"CORDOBA AV. Y MADERO, EDUARDO AV.",AVENIDA,CORDOBA AV.,"MADERO, EDUARDO AV.","CORDOBA AV. y MADERO, EDUARDO AV.",Comuna 1,Point (108602.89777103 103429.39485413),-58.36951669,-34.59832047,BICICLETA-CARGAS,BICICLETA,CARGAS,108602.89777103,103429.39485413,CONSTITUCION - MONTSERRAT - PUERTO MADERO - RETIRO - SAN NICOLAS - SAN TELMO,Viernes
2019-0032,PEATON,FEMENINO,83,2019-04-18,Más de 80,1.0,2019-04-16,2019.0,4.0,16.0,11:00:00,11.0,"CAMARONES Y ALVAREZ, DONATO, TTE. GRAL. AV.",AVENIDA,CAMARONES,"ALVAREZ, DONATO, TTE. GRAL. AV.","CAMARONES y ALVAREZ, DONATO, TTE. GRAL. AV.",Comuna 11,Point (99921.70768730 102754.71427746),-58.46415322,-34.6044379,PEATON-AUTO,PEATON,AUTO,99921.7076873,102754.71427746,VILLA DEL PARQUE - VILLA  DEVOTO - VILLA GRAL. MITRE - VILLA SANTA RITA,Martes
2019-0033,CONDUCTOR,MASCULINO,25,2019-04-18, Entre 21- 40,1.0,2019-04-18,2019.0,4.0,18.0,01:00:00,1.0,"AUTOPISTA 25 DE MAYO Y HUERGO, ING. AV.",AUTOPISTA,AUTOPISTA 25 DE MAYO,"HUERGO, ING. AV.","AUTOPISTA 25 DE MAYO y HUERGO, ING. AV.",Comuna 1,Point (108916.48040002 100856.88142642),-58.36607137,-34.62150748,MOTO-SD,MOTO,SD,108916.48040002,100856.88142642,CONSTITUCION - MONTSERRAT - PUERTO MADERO - RETIRO - SAN NICOLAS - SAN TELMO,Jueves
2019-0034,CONDUCTOR,MASCULINO,0,2019-04-21,Menos de 20,1.0,2019-04-21,2019.0,4.0,21.0,09:08:00,9.0,"MORENO, PERITO AV. 3050",AVENIDA,"MORENO, PERITO AV.",,"MORENO, PERITO AV. 3050",Comuna 7,Point (100726.63402530 97597.06610219),-58.45537373,-34.65093074,MOTO-OBJETO FIJO,MOTO,OBJETO FIJO,100726.6340253,97597.06610219,FLORES - PARQUE CHACABUCO,Domingo
2019-0035,PEATON,FEMENINO,75,2019-04-23,Entre 61-80,1.0,2019-04-23,2019.0,4.0,23.0,14:10:00,14.0,SUIPACHA 665,CALLE,SUIPACHA,,SUIPACHA 665,Comuna 1,Point (107693.66022765 103185.01912141),-58.37942637,-34.60053054,PEATON-BICICLETA,PEATON,BICICLETA,107693.66022765,103185.01912141,CONSTITUCION - MONTSERRAT - PUERTO MADERO - RETIRO - SAN NICOLAS - SAN TELMO,Martes
2019-0036,CONDUCTOR,MASCULINO,34,2019-05-02, Entre 21- 40,1.0,2019-04-26,2019.0,4.0,26.0,22:46:00,22.0,RIGLOS Y FORMOSA,CALLE,RIGLOS,FORMOSA,RIGLOS y FORMOSA,Comuna 6,Point (102429.80070706 100864.42075191),-58.4368044,-34.62147504,MOTO-AUTO,MOTO,AUTO,102429.80070706,100864.42075191,CABALLITO,Viernes
2019-0037,CONDUCTOR,MASCULINO,17,2019-05-01,Menos de 20,1.0,2019-05-01,2019.0,5.0,1.0,23:10:00,23.0,LA RIOJA E INDEPENDENCIA AV.,AVENIDA,LA RIOJA,INDEPENDENCIA AV.,LA RIOJA e INDEPENDENCIA AV.,Comuna 3,Point (105091.36704114 101058.15092586),-58.40778291,-34.61971907,MOTO-AUTO,MOTO,AUTO,105091.36704114,101058.15092586,BALVANERA - SAN CRISTOBAL,Miercoles
2019-0038,PEATON,FEMENINO,42,2019-05-05,Entre 41-60,1.0,2019-05-04,2019.0,5.0,4.0,14:10:00,14.0,"UDAONDO, GUILLERMO AV. Y FIGUEROA ALCORTA, PRES. AV.",AVENIDA,"UDAONDO, GUILLERMO AV.","FIGUEROA ALCORTA, PRES. AV.","UDAONDO, GUILLERMO AV. y FIGUEROA ALCORTA, PRES. AV.",Comuna 13,Point (101025.65409402 109205.71453455),-58.45212523,-34.54628513,PEATON-MOTO,PEATON,MOTO,101025.65409402,109205.71453455,BELGRANO - COLEGIALES - NUÃ‘EZ,Sabado
2019-0105,PEATON,FEMENINO,82,2019-05-08,Más de 80,1.0,2019-05-05,2019.0,5.0,5.0,11:00:00,11.0,SANTO TOME Y SEGUROLA AV.,AVENIDA,SANTO TOME,SEGUROLA AV.,SANTO TOME y SEGUROLA AV.,Comuna 10,Point (96164.17004077 101559.58637156),-58.50512382,-34.61520391,PEATON-AUTO,PEATON,AUTO,96164.17004077,101559.58637156,FLORESTA - MONTE CASTRO - VELEZ SARSFIELD - VERSALLES - VILLA LURO - VILLA REAL,Domingo
2019-0039,CONDUCTOR,MASCULINO,28,2019-05-09, Entre 21- 40,1.0,2019-05-09,2019.0,5.0,9.0,03:05:00,3.0,SAN PEDRITO AV. Y DIRECTORIO AV.,AVENIDA,SAN PEDRITO AV.,DIRECTORIO AV.,SAN PEDRITO AV. y DIRECTORIO AV.,Comuna 7,Point (99615.63172945 99306.93173343),-58.46749188,-34.63551751,MOTO-AUTO,MOTO,AUTO,99615.63172945,99306.93173343,FLORES - PARQUE CHACABUCO,Jueves
2019-0040,CONDUCTOR,MASCULINO,44,2019-05-15,Entre 41-60,1.0,2019-05-09,2019.0,5.0,9.0,12:45:00,12.0,PUAN Y SANTANDER,CALLE,PUAN,SANTANDER,PUAN y SANTANDER,Comuna 7,Point (101894.68493124 99164.78448252),-58.4426358,-34.63679732,MOTO-SD,MOTO,SD,101894.68493124,99164.78448252,FLORES - PARQUE CHACABUCO,Jueves
2019-0041,PASAJERO_ACOMPAÑANTE,FEMENINO,78,2019-05-11,Entre 61-80,1.0,2019-05-11,2019.0,5.0,11.0,20:30:00,20.0,"ALBERDI, JUAN BAUTISTA AV. Y ANDALGALA",AVENIDA,"ALBERDI, JUAN BAUTISTA AV.",ANDALGALA,"ALBERDI, JUAN BAUTISTA AV. y ANDALGALA",Comuna 9,Point (95590.61347415 96760.29404728),-58.51140289,-34.65846419,MULTIPLE,AUTO,MULTIPLE,95590.61347415,96760.29404728,LINIERS - MATADEROS - PARQUE AVELLANEDA,Sabado
2019-0042,PEATON,MASCULINO,39,2019-05-14, Entre 21- 40,1.0,2019-05-14,2019.0,5.0,14.0,15:00:00,15.0,LIMA Y CONSTITUCION,CALLE,LIMA,CONSTITUCION,LIMA y CONSTITUCION,Comuna 1,Point (107444.95821447 100509.15466740),-58.38211431,-34.62465368,PEATON-PASAJEROS,PEATON,PASAJEROS,107444.95821447,100509.1546674,CONSTITUCION - MONTSERRAT - PUERTO MADERO - RETIRO - SAN NICOLAS - SAN TELMO,Martes
2019-0043,CICLISTA,FEMENINO,0,2019-05-21,Menos de 20,1.0,2019-05-21,2019.0,5.0,21.0,09:00:00,9.0,"CORDOBA AV. Y MADERO, EDUARDO AV.",AVENIDA,CORDOBA AV.,"MADERO, EDUARDO AV.","CORDOBA AV. y MADERO, EDUARDO AV.",Comuna 1,Point (108602.89777103 103429.39485413),-58.36951669,-34.59832047,BICICLETA-CARGAS,BICICLETA,CARGAS,108602.89777103,103429.39485413,CONSTITUCION - MONTSERRAT - PUERTO MADERO - RETIRO - SAN NICOLAS - SAN TELMO,Martes
2019-0044,PEATON,FEMENINO,77,2019-05-29,Entre 61-80,1.0,2019-05-27,2019.0,5.0,27.0,12:45:00,12.0,BOEDO AV. 650,AVENIDA,BOEDO AV.,,BOEDO AV. 650,Comuna 5,Point (104305.46011381 100986.83752228),-58.41635217,-34.62036547,PEATON-MOTO,PEATON,MOTO,104305.46011381,100986.83752228,ALMAGRO - BOEDO,Lunes
2019-0045,CONDUCTOR,MASCULINO,33,2019-06-03, Entre 21- 40,1.0,2019-06-03,2019.0,6.0,3.0,07:27:00,7.0,DEL LIBERTADOR AV. Y REPUBLICA DE LA INDIA,AVENIDA,DEL LIBERTADOR AV.,REPUBLICA DE LA INDIA,DEL LIBERTADOR AV. y REPUBLICA DE LA INDIA,Comuna 14,Point (104600.49945984 105930.85721602),-58.41316147,-34.57579669,MOTO-CARGAS,MOTO,CARGAS,104600.49945984,105930.85721602,PALERMO,Lunes
2019-0046,PASAJERO_ACOMPAÑANTE,FEMENINO,26,2019-06-04, Entre 21- 40,1.0,2019-06-04,2019.0,6.0,4.0,09:00:00,9.0,GRAL PAZ Y CABILDO,GRAL PAZ,"PAZ, GRAL. AV.",CABILDO AV.,"PAZ, GRAL. AV. y CABILDO AV.",Comuna 13,Point (98817.74986778 110096.31367495),-58.47617802,-34.53825652,MOTO-AUTO,MOTO,AUTO,98817.74986778,110096.31367495,BELGRANO - COLEGIALES - NUÃ‘EZ,Martes
2019-0047,PEATON,MASCULINO,76,2019-06-06,Entre 61-80,1.0,2019-06-06,2019.0,6.0,6.0,10:00:00,10.0,CASEROS AV. 1700,AVENIDA,CASEROS AV.,,CASEROS AV. 1700,Comuna 4,Point (107049.58656184 99550.26208324),-58.38641783,-34.63330028,PEATON-CARGAS,PEATON,CARGAS,107049.58656184,99550.26208324,BARRACAS - BOCA - NUEVA POMPEYA - PARQUE PATRICIOS,Jueves
2019-0048,CONDUCTOR,MASCULINO,32,2019-06-07, Entre 21- 40,1.0,2019-06-07,2019.0,6.0,7.0,07:00:00,7.0,AVELLANEDA AV. 1548,AVENIDA,AVELLANEDA AV.,,AVELLANEDA AV. 1548,Comuna 6,Point (100924.23883176 100986.01051740),-58.45322169,-34.62038137,MOTO-CARGAS,MOTO,CARGAS,100924.23883176,100986.0105174,CABALLITO,Viernes
2019-0049,PEATON,FEMENINO,72,2019-06-09,Entre 61-80,1.0,2019-06-08,2019.0,6.0,8.0,09:20:00,9.0,CIUDAD DE LA PAZ Y MENDOZA,CALLE,CIUDAD DE LA PAZ,MENDOZA,CIUDAD DE LA PAZ y MENDOZA,Comuna 13,Point (100441.31384072 107499.63270409),-58.45849057,-34.56166498,PEATON-CARGAS,PEATON,CARGAS,100441.31384072,107499.63270409,BELGRANO - COLEGIALES - NUÃ‘EZ,Sabado
2019-0050,CONDUCTOR,MASCULINO,21,2019-06-09, Entre 21- 40,1.0,2019-06-08,2019.0,6.0,8.0,23:35:00,23.0,"SALGUERO, JERONIMO Y HONDURAS AV.",AVENIDA,"SALGUERO, JERONIMO",HONDURAS AV.,"SALGUERO, JERONIMO y HONDURAS AV.",Comuna 14,Point (104128.51577643 103898.77571857),-58.41829559,-34.59411677,MOTO-CARGAS,MOTO,CARGAS,104128.51577643,103898.77571857,PALERMO,Sabado
2019-0051,CONDUCTOR,MASCULINO,41,2019-06-11,Entre 41-60,1.0,2019-06-11,2019.0,6.0,11.0,10:00:00,10.0,"FILIBERTO, JUAN DE DIOS Y OLAVARRIA",CALLE,"FILIBERTO, JUAN DE DIOS",OLAVARRIA,"FILIBERTO, JUAN DE DIOS y OLAVARRIA",Comuna 4,Point (109126.17010339 98991.49558123),-58.36376488,-34.63832093,MOTO-AUTO,MOTO,AUTO,109126.17010339,98991.49558123,BARRACAS - BOCA - NUEVA POMPEYA - PARQUE PATRICIOS,Martes
2019-0053,PASAJERO_ACOMPAÑANTE,MASCULINO,49,2019-06-14,Entre 41-60,1.0,2019-06-14,2019.0,6.0,14.0,17:20:00,17.0,ASTURIAS AV. Y CASTAÑARES AV.,AVENIDA,ASTURIAS AV.,CASTA?ARES AV.,ASTURIAS AV. y CASTAÃ‘ARES AV.,Comuna 8,Point (99896.72991309 96585.69018400),-58.46442668,-34.66004784,AUTO-AUTO,AUTO,AUTO,99896.72991309,96585.690184,VILLA LUGANO - VILLA RIACHUELO - VILLA SOLDATI,Viernes
2019-0054,CONDUCTOR,MASCULINO,21,2019-06-20, Entre 21- 40,1.0,2019-06-20,2019.0,6.0,20.0,03:00:00,3.0,GANDARA 2976,CALLE,GANDARA,,GANDARA 2976,Comuna 15,Point (98264.06251394 104989.86881414),-58.48222035,-34.58428769,MOTO-OBJETO FIJO,MOTO,OBJETO FIJO,98264.06251394,104989.86881414,AGRONOMIA - CHACARITA -  PARQUE CHAS -  PATERNAL - VILLA CRESPO - VILLA ORTUZAR,Jueves
2019-0055,CONDUCTOR,MASCULINO,47,2019-06-21,Entre 41-60,1.0,2019-06-20,2019.0,6.0,20.0,19:45:00,19.0,"GUEVARA, TRINIDAD Y MADERO, EDUARDO AV.",AVENIDA,"GUEVARA, TRINIDAD","MADERO, EDUARDO AV.","GUEVARA, TRINIDAD y MADERO, EDUARDO AV.",Comuna 1,Point (108724.12468316 102928.79394095),-58.36819005,-34.60283208,MOTO-PASAJEROS,MOTO,PASAJEROS,108724.12468316,102928.79394095,CONSTITUCION - MONTSERRAT - PUERTO MADERO - RETIRO - SAN NICOLAS - SAN TELMO,Jueves
2019-0056,PEATON,FEMENINO,75,2019-06-29,Entre 61-80,1.0,2019-06-29,2019.0,6.0,29.0,17:16:00,17.0,BOYACA AV. 305,AVENIDA,BOYACA AV.,,BOYACA AV. 305,Comuna 7,Point (100414.85185956 100661.22751226),-58.45877601,-34.62330939,PEATON-AUTO,PEATON,AUTO,100414.85185956,100661.22751226,FLORES - PARQUE CHACABUCO,Sabado
2019-0057,PEATON,FEMENINO,63,2019-07-08,Entre 61-80,1.0,2019-07-05,2019.0,7.0,5.0,19:00:00,19.0,ARTILLEROS Y LA PAMPA,CALLE,ARTILLEROS,LA PAMPA,ARTILLEROS y LA PAMPA,Comuna 13,Point (101957.99726887 107949.81115534),-58.44196498,-34.55760517,PEATON-AUTO,PEATON,AUTO,101957.99726887,107949.81115534,BELGRANO - COLEGIALES - NUÃ‘EZ,Viernes
2019-0058,CONDUCTOR,MASCULINO,39,2019-07-10, Entre 21- 40,1.0,2019-07-10,2019.0,7.0,10.0,09:20:00,9.0,AUTOPISTA PERITO MORENO ALTURA PASO A NIVEL DE IRIGOYEN,AUTOPISTA,AUTOPISTA PERITO MORENO,,AUTOPISTA PERITO MORENO e IRIGOYEN,Comuna 10,Point (96064.06591151 99221.69236283),-58.50622631,-34.63627822,MOTO-PASAJEROS,MOTO,PASAJEROS,96064.06591151,99221.69236283,FLORESTA - MONTE CASTRO - VELEZ SARSFIELD - VERSALLES - VILLA LURO - VILLA REAL,Miercoles
2019-0059,CONDUCTOR,MASCULINO,30,2019-07-13, Entre 21- 40,1.0,2019-07-13,2019.0,7.0,13.0,22:35:00,22.0,15 DE NOVIEMBRE DE 1889 Y SANTIAGO DEL ESTERO,CALLE,15 DE NOVIEMBRE DE 1889,SANTIAGO DEL ESTERO,15 DE NOVIEMBRE DE 1889 y SANTIAGO DEL ESTERO,Comuna 1,Point (107261.50953067 99806.16899068),-58.3841088,-34.63099197,MOTO-PASAJEROS,MOTO,PASAJEROS,107261.50953067,99806.16899068,CONSTITUCION - MONTSERRAT - PUERTO MADERO - RETIRO - SAN NICOLAS - SAN TELMO,Sabado
2019-0060,PEATON,FEMENINO,78,2019-07-17,Entre 61-80,1.0,2019-07-17,2019.0,7.0,17.0,11:20:00,11.0,"ACOSTA, MARIANO AV. Y FALCON, RAMON L., CNEL.",AVENIDA,"ACOSTA, MARIANO AV.","FALCON, RAMON L.,CNEL.","ACOSTA, MARIANO AV. y FALCON, RAMON L.,CNEL.",Comuna 10,Point (98376.49615363 99359.41534876),-58.48100602,-34.63504312,PEATON-AUTO,PEATON,AUTO,98376.49615363,99359.41534876,FLORESTA - MONTE CASTRO - VELEZ SARSFIELD - VERSALLES - VILLA LURO - VILLA REAL,Miercoles
2019-0061,PEATON,FEMENINO,58,2019-07-17,Entre 41-60,1.0,2019-07-17,2019.0,7.0,17.0,18:40:00,18.0,11 DE SEPTIEMBRE DE 1888 Y MENDOZA,CALLE,11 DE SEPTIEMBRE DE 1888,MENDOZA,11 DE SEPTIEMBRE DE 1888 y MENDOZA,Comuna 13,Point (101036.85652575 107926.87651681),-58.45200171,-34.5578132,PEATON-PASAJEROS,PEATON,PASAJEROS,101036.85652575,107926.87651681,BELGRANO - COLEGIALES - NUÃ‘EZ,Miercoles
2019-0062,PEATON,FEMENINO,60,2019-08-02,Entre 61-80,1.0,2019-08-01,2019.0,8.0,1.0,23:00:00,23.0,"PINO, VIRREY DEL Y CAMPOS, LUIS M. AV.",AVENIDA,"PINO, VIRREY DEL","CAMPOS, LUIS M. AV.","PINO, VIRREY DEL y CAMPOS, LUIS M. AV.",Comuna 13,Point (101714.11981913 107461.10208167),-58.44462132,-34.56201105,PEATON-PASAJEROS,PEATON,PASAJEROS,101714.11981913,107461.10208167,BELGRANO - COLEGIALES - NUÃ‘EZ,Jueves
2019-0063,PASAJERO_ACOMPAÑANTE,MASCULINO,0,2019-08-04,Menos de 20,1.0,2019-08-04,2019.0,8.0,4.0,01:30:00,1.0,FOREST AV. Y MAURE,AVENIDA,FOREST AV.,MAURE,FOREST AV. y MAURE,Comuna 15,Point (101017.68913992 104676.11449993),-58.45220688,-34.58711712,MOTO-PASAJEROS,MOTO,PASAJEROS,101017.68913992,104676.11449993,AGRONOMIA - CHACARITA -  PARQUE CHAS -  PATERNAL - VILLA CRESPO - VILLA ORTUZAR,Domingo
2019-0064,CONDUCTOR,MASCULINO,20,2019-08-06, Entre 21- 40,1.0,2019-08-06,2019.0,8.0,6.0,03:15:00,3.0,"BOYACA AV. Y AVELLANEDA AV,",AVENIDA,BOYACA AV.,AVELLANEDA AV.,BOYACA AV. y AVELLANEDA AV.,Comuna 7,Point (100337.26455822 100756.41076314),-58.4596221,-34.6224514,MOTO-AUTO,MOTO,AUTO,100337.26455822,100756.41076314,FLORES - PARQUE CHACABUCO,Martes
2019-0065,PEATON,FEMENINO,55,2019-08-09,Entre 41-60,1.0,2019-08-08,2019.0,8.0,8.0,16:45:00,16.0,BARCO CENTENERA DEL Y TILCARA,CALLE,BARCO CENTENERA DEL,TILCARA,BARCO CENTENERA DEL y TILCARA,Comuna 4,Point (103996.06089673 97239.27066069),-58.4197085,-34.65414867,PEATON-PASAJEROS,PEATON,PASAJEROS,103996.06089673,97239.27066069,BARRACAS - BOCA - NUEVA POMPEYA - PARQUE PATRICIOS,Jueves
2019-0066,PEATON,MASCULINO,40,2019-08-11,Entre 41-60,1.0,2019-08-11,2019.0,8.0,11.0,21:15:00,21.0,RIESTRA AV. Y BOLIVAR,AVENIDA,RIESTRA AV.,BOLIVAR (NO OFICIAL),RIESTRA AV. y BOLIVAR (NO OFICIAL),Comuna 7,Point (101964.06573044 97768.88820027),-58.44187596,-34.64938031,PEATON-AUTO,PEATON,AUTO,101964.06573044,97768.88820027,FLORES - PARQUE CHACABUCO,Domingo
2019-0067,CONDUCTOR,MASCULINO,35,2019-08-14, Entre 21- 40,1.0,2019-08-14,2019.0,8.0,14.0,15:00:00,15.0,"CASTRO, EMILIO 4706",CALLE,"CASTRO, EMILIO",,"CASTRO, EMILIO 4706",Comuna 10,Point (97458.87181153 98502.45008355),-58.49101637,-34.64276621,MOTO-CARGAS,MOTO,CARGAS,97458.87181153,98502.45008355,FLORESTA - MONTE CASTRO - VELEZ SARSFIELD - VERSALLES - VILLA LURO - VILLA REAL,Miercoles
2019-0068,CONDUCTOR,MASCULINO,53,2019-08-14,Entre 41-60,1.0,2019-08-14,2019.0,8.0,14.0,17:40:00,17.0,27 DE FEBRERO AV. 5600,AVENIDA,27 DE FEBRERO AV.,,27 DE FEBRERO AV. 5600,Comuna 8,Point (103516.29283702 96305.80102228),-58.42493829,-34.66256502,MOTO-MOTO,MOTO,MOTO,103516.29283702,96305.80102228,VILLA LUGANO - VILLA RIACHUELO - VILLA SOLDATI,Miercoles
2019-0069,CONDUCTOR,MASCULINO,43,2019-08-17,Entre 41-60,1.0,2019-08-17,2019.0,8.0,17.0,05:25:00,5.0,"GARAY, JUAN DE AV. 2874",AVENIDA,"GARAY, JUAN DE AV.",,"GARAY, JUAN DE AV. 2874",Comuna 4,Point (105355.77079994 99994.97457130),-58.40489318,-34.62930162,MOTO-AUTO,MOTO,AUTO,105355.77079994,99994.9745713,BARRACAS - BOCA - NUEVA POMPEYA - PARQUE PATRICIOS,Sabado
2019-0070,CONDUCTOR,MASCULINO,25,2019-08-22, Entre 21- 40,1.0,2019-08-22,2019.0,8.0,22.0,12:30:00,12.0,"SCALABRINI ORTIZ, RAUL AV. y GORRITI",AVENIDA,"SCALABRINI ORTIZ, RAUL AV.",GORRITI,"SCALABRINI ORTIZ, RAUL AV. y GORRITI",Comuna 14,Point (103342.29763549 104114.07863350),-58.4268668,-34.59217875,MOTO-BICICLETA,MOTO,BICICLETA,103342.29763549,104114.0786335,PALERMO,Jueves
